Gen	t_n101	t_n102	t_n103	t_n104	t_n105	t_n106	t_n107	t_n108	t_n109	t_n110	t_n111	t_n112	t_n113	t_n114	t_n115	t_n116	t_n117	t_n118	t_n119	t_n120	t_n121	t_n122	t_n123	t_n124	t_n125	t_n126	t_n127	t_n128	t_n129	t_n130	t_n131	t_n132	t_n133	t_n134	t_n135	t_n136	t_n137	t_n138	t_n139	t_n140	t_n141	t_n142	t_n143	t_n144	t_n145	t_n146	t_n147	t_n148	t_n149	t_n150	t_n151	t_n152	t_n153	t_n154	t_n155	t_n156	t_n157	t_n158	t_n159	t_n160	t_n161	t_n162	t_n163	t_n164	t_n165	t_n166	t_n167	t_n168	t_n169	t_n170	t_n171	t_n172	t_n173	t_n174	t_n175	t_n176	t_n177	t_n178	t_n179	t_n180	t_n181	t_n182	t_n183	t_n184	t_n185	t_n186	t_n187	t_n188	t_n189	t_n190	t_n191	t_n192	t_n193	t_n194	t_n195	t_n196	t_n197	t_n198	t_n199	mu	sigma2	lnL
276100	0.2974063	0.2507473	0.2162822	0.2000136	0.1322735	0.0681022	0.0920975	0.1920595	0.1676149	0.1280354	0.1618736	0.0443523	0.1375970	0.1125151	0.1012569	0.0769112	0.0578929	0.0374439	0.0605704	0.0486876	0.0415823	0.0352562	0.0251103	0.0159290	0.0375348	0.0209317	0.1580327	0.1308064	0.0684683	0.0524189	0.1905714	0.0273873	0.1397254	0.0873273	0.0686862	0.1117704	0.0781328	0.0408980	0.0442511	0.0257606	0.0297735	0.2963602	0.2683408	0.1382163	0.0672718	0.2526036	0.2006583	0.1768514	0.1273395	0.0614110	0.1648125	0.1506249	0.0539304	0.1089580	0.0405734	0.0939655	0.0710528	0.0212718	0.0617714	0.0376038	0.0423776	0.0324057	0.0510810	0.0152427	0.1578449	0.1420978	0.0874645	0.0435979	0.1236260	0.0774683	0.0330120	0.1047668	0.0764356	0.0381835	0.0421172	0.0851416	0.0796352	0.0712159	0.0430082	0.0593191	0.0431609	0.0851136	0.1761782	0.1382319	0.0799263	0.0454127	0.1454014	0.0934655	0.0792873	0.0546841	0.1289331	0.1129041	0.0743506	0.0867440	0.0518189	0.0687345	0.0556940	0.0410540	0.0217292	0.1699782	0.4862505	-114.260
276200	0.3109256	0.2480880	0.2353628	0.2113677	0.1350298	0.0385984	0.1222903	0.2029621	0.1886329	0.1415221	0.1761042	0.0468419	0.1454529	0.1244252	0.1121293	0.0755605	0.0593714	0.0415307	0.0647703	0.0480088	0.0400169	0.0386913	0.0297381	0.0225356	0.0578617	0.0139799	0.1710439	0.1396842	0.0687801	0.0430800	0.1678383	0.0330812	0.1435841	0.0846694	0.0595130	0.0977580	0.0702140	0.0440386	0.0516878	0.0199113	0.0374509	0.3106603	0.2797862	0.1698406	0.0852190	0.2594090	0.2193951	0.1920340	0.1169026	0.0659923	0.1739676	0.1591754	0.0840372	0.1266321	0.0553100	0.1000380	0.0651890	0.0327645	0.0679483	0.0439930	0.0558602	0.0250339	0.0739394	0.0181536	0.1645531	0.1501642	0.0897307	0.0395336	0.1294171	0.0675114	0.0386217	0.1046815	0.0785105	0.0405553	0.0437443	0.0899748	0.0841558	0.0745880	0.0282219	0.0651821	0.0433839	0.0942069	0.1893581	0.1667614	0.1146256	0.0382081	0.1536554	0.1291971	0.1047058	0.0551550	0.1363069	0.1126185	0.0892411	0.0968681	0.0542944	0.0718992	0.0631122	0.0471766	0.0349580	0.1500600	0.4432594	-92.330
276300	0.3228868	0.2596572	0.2463387	0.2212245	0.1558644	0.0492452	0.1328464	0.2124269	0.1869218	0.0821130	0.1862319	0.0448598	0.1561394	0.1396665	0.1123223	0.0825461	0.0635946	0.0346217	0.0713740	0.0538079	0.0338715	0.0427422	0.0383693	0.0184871	0.0560260	0.0237003	0.1906438	0.1486599	0.0810677	0.0544721	0.1879027	0.0339823	0.1558828	0.0851031	0.0562994	0.1211530	0.0734598	0.0577029	0.0486200	0.0232632	0.0432792	0.3206779	0.2928336	0.2073807	0.0550837	0.2681702	0.2381863	0.2097322	0.1175171	0.0615717	0.1914376	0.1704264	0.0671688	0.1423763	0.0908990	0.1136552	0.0896132	0.0542973	0.0787967	0.0342855	0.0557279	0.0147387	0.0721117	0.0215245	0.1801658	0.1605660	0.1029352	0.0431637	0.1399378	0.1155784	0.0523381	0.1105742	0.0939377	0.0498371	0.0524747	0.1005198	0.0884948	0.0734753	0.0353567	0.0594757	0.0356147	0.0852524	0.2032725	0.1708182	0.0933362	0.0348450	0.1508800	0.1303751	0.1191522	0.0764677	0.1374826	0.1140128	0.0729098	0.1034872	0.0720140	0.0868864	0.0710220	0.0493144	0.0329380	0.1375985	0.4215478	-125.529
276400	0.3322917	0.2461605	0.2371551	0.2129772	0.1393193	0.0365770	0.1110416	0.2045076	0.1312825	0.0655800	0.1940607	0.0422279	0.1552471	0.1182515	0.0952347	0.0779309	0.0597149	0.0288173	0.0661312	0.0547964	0.0409897	0.0429160	0.0357615	0.0153968	0.0560139	0.0276147	0.1527288	0.1239702	0.0741138	0.0383627	0.1761641	0.0283002	0.1562500	0.0667085	0.0472989	0.1176667	0.0711667	0.0366701	0.0586545	0.0274361	0.0409801	0.3153418	0.2831189	0.1189520	0.0433967	0.2585278	0.2293067	0.2019133	0.1516139	0.0698778	0.1801314	0.1561114	0.0941210	0.1318941	0.0786597	0.1122651	0.0935226	0.0432658	0.0884413	0.0361309	0.0547496	0.0188335	0.0705906	0.0368274	0.1778806	0.1615014	0.0996718	0.0403172	0.1392354	0.0977823	0.0357027	0.1092733	0.0947454	0.0601933	0.0496047	0.0951023	0.0868415	0.0556503	0.0367455	0.0624695	0.0315603	0.0564628	0.1979483	0.1514763	0.1007917	0.0381188	0.1471751	0.1255147	0.1074690	0.0552047	0.1271174	0.1097624	0.0703999	0.0983243	0.0610665	0.0845860	0.0751067	0.0593714	0.0390813	0.1566733	0.4916881	-101.959
276500	0.3387182	0.2494166	0.2405957	0.2157945	0.1361570	0.0609654	0.1061539	0.2072128	0.0979592	0.0452384	0.1966277	0.0376086	0.1523503	0.1189120	0.0937081	0.0783644	0.0605565	0.0169399	0.0642815	0.0541872	0.0305464	0.0457860	0.0329103	0.0194155	0.0642573	0.0343722	0.1880555	0.1235887	0.0947455	0.0391768	0.1848133	0.0328401	0.1430308	0.0771635	0.0411633	0.1189434	0.0837488	0.0408898	0.0649870	0.0313341	0.0390643	0.3251013	0.2931807	0.1381163	0.0274091	0.2619475	0.2379358	0.2065419	0.1028533	0.0598813	0.1802016	0.1642579	0.1211541	0.1340347	0.0695371	0.0954408	0.0664206	0.0337091	0.0733415	0.0415632	0.0434998	0.0248369	0.0999421	0.0282741	0.1802335	0.1677675	0.0871430	0.0648109	0.1405295	0.0938215	0.0207096	0.1205590	0.0936352	0.0455566	0.0332148	0.1024955	0.0879535	0.0537407	0.0328601	0.0491783	0.0266403	0.0624795	0.2048648	0.1651696	0.0943430	0.0401561	0.1558870	0.1312207	0.1090254	0.0462434	0.1247157	0.1046748	0.0526610	0.0972466	0.0574710	0.0868458	0.0699307	0.0547325	0.0184674	0.1373427	0.4198157	-94.201
276600	0.2880649	0.2189969	0.2110463	0.1884763	0.1053912	0.0469930	0.0618556	0.1809810	0.0926399	0.0611380	0.1652945	0.0417982	0.1295354	0.1077868	0.0885836	0.0667393	0.0359805	0.0135684	0.0598959	0.0491588	0.0277395	0.0364258	0.0286535	0.0152737	0.0878845	0.0477229	0.1756726	0.1186089	0.0788665	0.0307657	0.1786409	0.0536855	0.1155553	0.0775685	0.0355880	0.1006695	0.0789445	0.0332158	0.0576753	0.0220731	0.0411336	0.2860101	0.2560659	0.0829381	0.0359824	0.2372243	0.2044706	0.1752849	0.0668647	0.0365485	0.1573892	0.1409541	0.1151422	0.1152162	0.0737042	0.0780980	0.0465127	0.0255820	0.0691020	0.0410402	0.0544191	0.0257346	0.1069257	0.0371822	0.1616195	0.1414577	0.1129098	0.0776453	0.1260598	0.0722457	0.0367318	0.1067365	0.0850269	0.0356367	0.0325930	0.0885754	0.0784610	0.0613392	0.0234757	0.0351905	0.0204391	0.0468754	0.1701184	0.1351011	0.0757330	0.0277911	0.1387061	0.1026541	0.0764284	0.0252266	0.1119180	0.0928345	0.0322791	0.0817794	0.0446441	0.0750827	0.0586393	0.0488239	0.0168205	0.1753237	0.4383327	-85.091
276700	0.3466031	0.2550626	0.2387889	0.2161945	0.1120123	0.0365016	0.0644447	0.2075969	0.1008926	0.0616894	0.1887698	0.0412029	0.1380455	0.1250660	0.1007430	0.0827471	0.0457610	0.0269395	0.0668960	0.0591474	0.0348506	0.0425490	0.0340074	0.0243907	0.0908342	0.0576233	0.1819694	0.1256639	0.0939465	0.0393781	0.1689315	0.0460017	0.1319948	0.1044042	0.0492847	0.1087168	0.0973003	0.0434916	0.0776196	0.0291158	0.0722884	0.3313290	0.2986381	0.0839866	0.0289390	0.2721116	0.2335124	0.2048824	0.1219735	0.0408727	0.1837317	0.1647029	0.1271696	0.1302702	0.0708259	0.0946163	0.0657218	0.0564852	0.0695229	0.0461474	0.0480079	0.0411300	0.1024711	0.0397733	0.1890993	0.1578878	0.1324464	0.0935775	0.1455176	0.1066356	0.0527858	0.1304213	0.1001041	0.0296531	0.0604249	0.1003329	0.0869718	0.0538995	0.0277084	0.0668295	0.0265991	0.0742499	0.2071530	0.1585362	0.0986079	0.0522587	0.1662951	0.1174764	0.0675764	0.0217407	0.1190045	0.1083302	0.0700407	0.0882211	0.0578242	0.0791035	0.0554400	0.0332525	0.0220633	0.1313362	0.4167826	-106.969
276800	0.3544815	0.2706473	0.2307538	0.2089196	0.1031036	0.0221342	0.0609347	0.2006114	0.1097069	0.0648909	0.1601524	0.0488840	0.1322339	0.1137764	0.0992488	0.0794688	0.0560208	0.0197791	0.0679977	0.0545466	0.0412248	0.0402550	0.0289782	0.0171881	0.1020740	0.0609134	0.1444780	0.1116287	0.0708484	0.0406400	0.1934327	0.0294244	0.1533963	0.1063578	0.0566681	0.1003091	0.0940262	0.0424598	0.0596250	0.0249433	0.0685519	0.3340987	0.2817735	0.0774898	0.0188079	0.2500865	0.2269734	0.1979883	0.1233182	0.0563045	0.1769801	0.1528833	0.0967399	0.1290866	0.0662133	0.0995140	0.0665056	0.0362072	0.0827636	0.0505814	0.0473447	0.0339752	0.1176995	0.0474413	0.1729678	0.1564273	0.1058433	0.0647828	0.1353693	0.0904279	0.0397516	0.1238183	0.0923185	0.0299237	0.0551958	0.0983992	0.0843184	0.0440818	0.0235738	0.0557219	0.0296391	0.0905623	0.1960535	0.1513005	0.0952291	0.0331297	0.1534902	0.1239478	0.0704402	0.0280911	0.1153713	0.1046850	0.0740024	0.0955666	0.0304466	0.0763354	0.0568615	0.0283887	0.0196819	0.1531949	0.4264678	-88.745
276900	0.4002617	0.2960398	0.2503802	0.2266890	0.1071750	0.0556442	0.0350268	0.2176741	0.1209664	0.0865235	0.1683539	0.0476543	0.1477668	0.1258341	0.1043691	0.0800179	0.0496837	0.0173158	0.0726948	0.0649267	0.0298004	0.0464385	0.0349385	0.0170769	0.0943793	0.0432203	0.1457106	0.1183457	0.0858800	0.0519851	0.1990261	0.0413220	0.1558669	0.1268333	0.0461641	0.1141699	0.1030673	0.0694451	0.0617571	0.0403782	0.1010034	0.3431021	0.3014184	0.0809429	0.0198105	0.2713572	0.2462783	0.2148278	0.1066212	0.0708916	0.1868060	0.1709472	0.1162162	0.1440810	0.0745674	0.1192292	0.0842506	0.0369620	0.0850698	0.0660260	0.0534891	0.0343494	0.1323782	0.0729221	0.1818409	0.1680541	0.0981148	0.0692826	0.1468829	0.1010168	0.0301987	0.1389261	0.0918365	0.0304440	0.0475871	0.1086469	0.0836885	0.0482790	0.0320077	0.0663842	0.0469584	0.0808742	0.2268221	0.1507595	0.0942205	0.0311843	0.1756285	0.1041365	0.0737458	0.0272768	0.1224225	0.1123591	0.0594695	0.1006886	0.0294098	0.0726252	0.0504285	0.0322564	0.0133871	0.1421531	0.4644661	-102.812
277000	0.3578974	0.2789118	0.2372966	0.2058489	0.0892191	0.0591264	0.0394158	0.1976628	0.1054349	0.0803828	0.1615342	0.0373441	0.1287742	0.1117556	0.0941047	0.0758915	0.0506182	0.0307382	0.0673463	0.0615385	0.0227122	0.0335891	0.0250783	0.0201211	0.0690939	0.0300214	0.1424890	0.1065536	0.0812490	0.0514779	0.1923484	0.0416265	0.1445907	0.1022131	0.0359903	0.1069077	0.0968824	0.0616478	0.0696652	0.0431309	0.0828616	0.3090571	0.2675572	0.0888965	0.0131860	0.2464107	0.2229624	0.1915001	0.1125304	0.0564205	0.1658223	0.1511332	0.0828517	0.1313476	0.0750686	0.1145383	0.0812459	0.0406809	0.0907689	0.0555982	0.0495959	0.0350103	0.1201047	0.1007411	0.1676919	0.1526045	0.0643774	0.0489138	0.1333796	0.0849548	0.0272695	0.1261543	0.0786750	0.0346532	0.0362174	0.1029780	0.0767602	0.0588264	0.0309305	0.0517920	0.0402321	0.0511209	0.1691972	0.1011420	0.0558638	0.0315320	0.1456247	0.0879923	0.0475433	0.0241834	0.1165331	0.1020297	0.0499748	0.0895267	0.0215162	0.0696424	0.0530081	0.0259233	0.0139763	0.1620531	0.5599192	-92.933
277100	0.3432874	0.2812910	0.2402559	0.2041357	0.1041431	0.0522323	0.0417764	0.1974487	0.0992965	0.0893484	0.1755081	0.0375849	0.1495642	0.1143915	0.0898556	0.0744462	0.0625169	0.0345943	0.0687327	0.0545499	0.0250280	0.0391577	0.0317423	0.0175320	0.0610367	0.0325127	0.1458805	0.1105484	0.0724016	0.0630774	0.1931312	0.0402814	0.1479334	0.0911513	0.0351210	0.1193643	0.0977055	0.0811691	0.0701563	0.0429218	0.0716188	0.3124603	0.2697632	0.0944297	0.0204903	0.2443599	0.2233081	0.1861601	0.0919955	0.0561684	0.1661924	0.1472463	0.0703144	0.1294661	0.0790867	0.1132965	0.0844225	0.0543049	0.0864676	0.0456209	0.0490492	0.0273180	0.1172841	0.0848412	0.1640148	0.1490915	0.0856682	0.0447139	0.1336635	0.1095134	0.0311755	0.1251043	0.0655684	0.0384282	0.0324306	0.1045202	0.0813308	0.0655944	0.0387671	0.0556291	0.0311861	0.0526018	0.1773239	0.1175038	0.0485161	0.0207815	0.1532131	0.0876552	0.0587582	0.0286764	0.1128735	0.1024377	0.0408804	0.0892830	0.0348880	0.0731491	0.0510082	0.0317322	0.0158482	0.1478137	0.4364739	-96.029
277200	0.3505232	0.2838072	0.2405599	0.2053768	0.1158404	0.0561872	0.0510048	0.2000493	0.1076060	0.0932310	0.1810264	0.0443763	0.1549495	0.1101377	0.0878474	0.0749316	0.0658995	0.0447274	0.0700989	0.0546342	0.0318697	0.0437323	0.0285484	0.0182059	0.0719865	0.0262036	0.1645201	0.1074413	0.0702112	0.0576148	0.1847799	0.0382027	0.1490248	0.0780021	0.0365237	0.1254076	0.1073561	0.0694989	0.0755857	0.0511271	0.0624909	0.3099311	0.2749689	0.1032885	0.0303777	0.2459531	0.2285101	0.1818595	0.0896442	0.0268879	0.1705307	0.1462928	0.0582731	0.1306714	0.1046287	0.1102284	0.0979561	0.0439922	0.0844888	0.0628449	0.0628701	0.0302110	0.1231031	0.0916019	0.1758550	0.1547246	0.0890101	0.0370003	0.1345349	0.1145873	0.0442094	0.1259200	0.0552702	0.0248190	0.0237485	0.0985412	0.0844466	0.0629124	0.0376728	0.0531754	0.0281096	0.0639443	0.1955822	0.1241716	0.0432358	0.0259455	0.1648154	0.0676938	0.0385369	0.0209533	0.1239785	0.1070313	0.0383152	0.0885955	0.0440237	0.0737441	0.0532747	0.0373601	0.0162759	0.1533653	0.5189586	-107.518
277300	0.3230974	0.2647770	0.2240348	0.2021928	0.1070931	0.0400526	0.0362026	0.1942533	0.1226522	0.0748891	0.1741251	0.0339805	0.1524002	0.1089218	0.0885543	0.0745948	0.0605594	0.0436703	0.0693848	0.0503132	0.0385284	0.0399097	0.0304557	0.0229132	0.0679101	0.0394273	0.1498810	0.0977265	0.0723765	0.0471591	0.2074095	0.0447661	0.1568786	0.1089867	0.0346036	0.1303882	0.1060835	0.0642501	0.0848051	0.0593107	0.0799038	0.3006350	0.2733117	0.0813008	0.0298527	0.2475993	0.2189958	0.1780999	0.0813789	0.0281323	0.1670053	0.1439565	0.0312045	0.1262295	0.1022245	0.1157126	0.0817419	0.0585227	0.0841755	0.0436394	0.0526409	0.0358419	0.1245978	0.0616647	0.1841874	0.1549522	0.1030712	0.0378474	0.1293461	0.1039091	0.0480312	0.1233168	0.0770614	0.0170278	0.0411995	0.0968027	0.0825526	0.0597664	0.0445570	0.0660297	0.0303064	0.0846502	0.1994581	0.1461918	0.0461607	0.0204832	0.1693336	0.0684594	0.0427558	0.0277988	0.1224888	0.1080684	0.0381712	0.0911850	0.0357301	0.0767356	0.0519733	0.0359184	0.0138063	0.1634172	0.4149079	-102.897
277400	0.3047709	0.2463133	0.2195809	0.2001697	0.1506986	0.0580832	0.0457489	0.1923096	0.1318381	0.0602917	0.1697366	0.0509895	0.1457448	0.1225000	0.0947274	0.0787851	0.0596608	0.0356049	0.0694771	0.0483048	0.0318513	0.0387837	0.0299096	0.0202371	0.0771399	0.0320682	0.1321794	0.0804295	0.0616797	0.0355734	0.2137547	0.0585815	0.1587340	0.1148311	0.0528415	0.1259955	0.1022009	0.0449104	0.0784514	0.0582416	0.0824588	0.2975800	0.2668525	0.0748325	0.0151513	0.2512629	0.2131281	0.1763179	0.0863630	0.0278139	0.1600392	0.1446974	0.0258917	0.1255047	0.0941795	0.1133533	0.0848733	0.0564416	0.0667726	0.0384752	0.0547256	0.0376933	0.1123125	0.0852142	0.1694726	0.1467950	0.0915328	0.0286415	0.1280519	0.1145447	0.0573842	0.1220829	0.0611102	0.0261033	0.0270476	0.0981390	0.0886579	0.0620690	0.0426605	0.0632874	0.0328783	0.1114054	0.2261983	0.1218593	0.0523795	0.0136985	0.1817786	0.0635119	0.0381759	0.0264897	0.1233468	0.1055000	0.0481217	0.0914737	0.0549034	0.0766418	0.0580203	0.0327131	0.0116841	0.1510442	0.4925384	-93.427
277500	0.3341468	0.2757748	0.2497239	0.2241120	0.1726697	0.0515843	0.0933908	0.2153118	0.1541995	0.0577753	0.1935899	0.0700695	0.1657125	0.1497810	0.1105013	0.0924719	0.0632585	0.0469615	0.0768126	0.0520491	0.0272619	0.0432518	0.0299898	0.0170530	0.1090402	0.0407228	0.1261716	0.0806088	0.0539985	0.0328097	0.2396153	0.0680206	0.1800283	0.1035575	0.0554905	0.1427246	0.1113203	0.0475586	0.0809836	0.0639575	0.1021455	0.3300646	0.2987707	0.1065129	0.0178430	0.2813164	0.2511504	0.2017579	0.0850318	0.0366558	0.1814642	0.1647323	0.0368881	0.1386646	0.0836697	0.1150190	0.0763305	0.0467722	0.0866831	0.0396728	0.0672226	0.0375333	0.1261526	0.0788666	0.1845123	0.1580603	0.0685909	0.0282718	0.1433682	0.1183058	0.0617849	0.1366853	0.0676447	0.0367447	0.0246144	0.1054418	0.0990744	0.0742030	0.0540026	0.0570230	0.0425204	0.1163579	0.2578392	0.1040448	0.0655424	0.0153162	0.1948101	0.0685016	0.0493560	0.0248102	0.1349894	0.1181189	0.0755237	0.1030908	0.0779542	0.0841868	0.0619579	0.0419119	0.0186848	0.1452833	0.5163930	-87.109
277600	0.3129276	0.2570391	0.2304775	0.2075168	0.1406033	0.0272162	0.0532610	0.1943334	0.1163413	0.0444563	0.1799397	0.0511578	0.1468061	0.1342073	0.1046797	0.0829100	0.0494830	0.0392139	0.0745312	0.0594048	0.0278435	0.0430240	0.0299539	0.0154154	0.0978393	0.0511166	0.1051486	0.0810786	0.0539218	0.0298367	0.2226096	0.0575384	0.1483140	0.0913898	0.0511895	0.1257304	0.1116667	0.0771216	0.0881211	0.0431911	0.0741500	0.2987710	0.2784789	0.0544439	0.0173125	0.2533665	0.2333791	0.1824982	0.0646929	0.0344138	0.1669792	0.1424734	0.0259341	0.1139175	0.0535567	0.0990771	0.0562335	0.0351163	0.0806343	0.0407290	0.0578563	0.0261616	0.1343673	0.0684378	0.1763348	0.1417134	0.0592361	0.0333310	0.1313046	0.1086032	0.0649982	0.1251840	0.0714454	0.0212454	0.0208454	0.0968173	0.0862732	0.0674528	0.0478143	0.0518643	0.0331281	0.0968739	0.2181487	0.1093556	0.0464467	0.0148613	0.1583349	0.0591897	0.0436771	0.0209307	0.1367301	0.1078459	0.0602999	0.0912073	0.0678126	0.0675277	0.0556398	0.0475234	0.0200617	0.1677009	0.4817132	-89.751
277700	0.3593695	0.2905761	0.2568117	0.2321823	0.1395295	0.0424059	0.0437048	0.2125138	0.1487639	0.0467253	0.1956414	0.0942569	0.1587147	0.1301767	0.1051989	0.0940761	0.0669095	0.0578467	0.0846254	0.0660512	0.0245191	0.0510411	0.0442307	0.0171596	0.0943655	0.0648364	0.1141312	0.0946229	0.0514709	0.0342433	0.2457254	0.0617973	0.1740036	0.1349664	0.0472007	0.1394181	0.1078903	0.0890641	0.0886737	0.0606357	0.0804785	0.3300637	0.3085592	0.0667748	0.0382439	0.2834817	0.2640714	0.2000021	0.0630313	0.0335402	0.1823030	0.1614569	0.0366531	0.1223760	0.0342889	0.1109107	0.0703996	0.0335891	0.0904328	0.0242218	0.0710958	0.0330003	0.1402504	0.1181365	0.1993303	0.1585575	0.0904412	0.0668255	0.1469115	0.1072704	0.0547572	0.1400634	0.0656061	0.0261975	0.0187497	0.1178821	0.1006641	0.0721387	0.0405731	0.0519722	0.0340563	0.1058275	0.2879883	0.1116534	0.0520733	0.0397183	0.1821118	0.0751648	0.0627203	0.0403059	0.1558546	0.1216823	0.0796330	0.1081742	0.0676126	0.0815709	0.0720834	0.0572747	0.0309715	0.1423208	0.4574386	-92.593
277800	0.3388655	0.2827497	0.2527638	0.2290475	0.1657262	0.0577040	0.0378038	0.2056719	0.1572483	0.0614881	0.1930000	0.0981716	0.1628580	0.1221696	0.1100790	0.0978526	0.0678729	0.0603129	0.0859167	0.0648589	0.0349833	0.0515382	0.0435282	0.0144534	0.1091376	0.0729869	0.1325244	0.0768719	0.0421731	0.0357204	0.2495459	0.1026571	0.1784231	0.1035350	0.0646931	0.1266565	0.1017742	0.0650120	0.0799423	0.0487669	0.0827495	0.3256073	0.3014040	0.0679300	0.0390205	0.2796543	0.2605061	0.2041793	0.0621669	0.0419500	0.1818056	0.1516546	0.0314871	0.1267749	0.0339503	0.1043853	0.0666525	0.0201934	0.0903172	0.0274631	0.0719427	0.0367297	0.1418698	0.1247152	0.2016311	0.1562187	0.1100215	0.0496605	0.1449280	0.1017154	0.0668378	0.1381724	0.0572537	0.0275082	0.0267081	0.1195671	0.1006642	0.0805813	0.0316843	0.0719313	0.0376354	0.0966414	0.3010974	0.0957150	0.0527561	0.0287176	0.1888465	0.1166449	0.0653824	0.0328904	0.1511394	0.1185119	0.0694173	0.1002794	0.0415622	0.0792017	0.0718510	0.0457623	0.0226426	0.1395631	0.5396141	-97.261
277900	0.3493824	0.2852578	0.2509593	0.2190331	0.1269171	0.0394669	0.0338038	0.2027388	0.1079668	0.0506757	0.1893768	0.0967625	0.1505912	0.1173641	0.1072530	0.0924940	0.0679742	0.0469673	0.0778401	0.0564915	0.0273475	0.0441832	0.0345978	0.0167987	0.0809748	0.0466265	0.1097385	0.0609094	0.0479220	0.0254976	0.2327823	0.0543111	0.1787293	0.1184371	0.0548349	0.1087574	0.0976830	0.0738237	0.0733513	0.0527531	0.0767539	0.3308900	0.2971056	0.0881079	0.0435004	0.2786949	0.2500321	0.2104604	0.0828093	0.0406315	0.1785710	0.1540810	0.0389645	0.1235599	0.0337015	0.1049735	0.0830342	0.0250603	0.0898363	0.0256217	0.0662176	0.0283184	0.1500630	0.1064204	0.1954516	0.1576770	0.0945248	0.0221864	0.1428611	0.0915387	0.0283841	0.1362018	0.0747764	0.0275930	0.0391050	0.1169243	0.0981160	0.0822933	0.0304986	0.0766784	0.0493758	0.1361134	0.2773259	0.1720653	0.0666797	0.0279260	0.1920514	0.1544908	0.0625328	0.0219771	0.1657119	0.1218006	0.0552964	0.0993667	0.0337476	0.0853044	0.0581742	0.0342194	0.0231535	0.1332041	0.4307031	-92.105
278000	0.3530095	0.3049371	0.2534448	0.2315682	0.1422127	0.0577001	0.0591258	0.2143413	0.1366456	0.0562024	0.2000694	0.1059347	0.1762085	0.1340614	0.1159330	0.0934556	0.0602488	0.0386615	0.0811365	0.0635861	0.0307531	0.0504132	0.0399419	0.0247207	0.1030148	0.0433254	0.1383995	0.1013920	0.0612831	0.0259989	0.2418209	0.0357146	0.2059084	0.1335099	0.0366905	0.1279165	0.1083156	0.0837336	0.0880423	0.0431033	0.0838026	0.3390904	0.3141087	0.1230065	0.0347054	0.2946444	0.2643412	0.2349104	0.1063089	0.0430446	0.1878377	0.1662973	0.0357434	0.1278114	0.0433433	0.1005575	0.0753086	0.0392405	0.0816650	0.0252432	0.0672340	0.0324757	0.1400296	0.0986438	0.2348681	0.1782080	0.1368593	0.0254473	0.1510370	0.0756214	0.0431083	0.1439965	0.0820155	0.0497728	0.0369863	0.1212545	0.1019000	0.0908776	0.0453082	0.0807328	0.0554674	0.1178805	0.2821187	0.1564003	0.0820286	0.0296841	0.2033128	0.1516685	0.0800469	0.0244955	0.1688575	0.1298931	0.0509771	0.1151803	0.0352443	0.0899909	0.0502750	0.0378984	0.0251670	0.1352435	0.4583634	-101.758
278100	0.3078842	0.2518058	0.2255886	0.1991679	0.1230294	0.0493108	0.0385067	0.1815819	0.1201431	0.0292863	0.1720763	0.0694856	0.1571507	0.1132524	0.1046844	0.0779293	0.0625013	0.0426533	0.0620455	0.0533434	0.0296960	0.0440844	0.0358699	0.0214923	0.1044557	0.0346262	0.1033186	0.0783653	0.0547882	0.0331494	0.2093234	0.0431977	0.1730843	0.1118533	0.0418051	0.1201697	0.0889705	0.0612516	0.0462960	0.0228405	0.0647727	0.2880436	0.2701596	0.0754377	0.0299139	0.2534187	0.2217584	0.1902120	0.0710025	0.0274558	0.1610502	0.1473940	0.0282823	0.1090892	0.0275626	0.0876947	0.0656995	0.0299122	0.0698482	0.0384060	0.0554916	0.0322696	0.1090585	0.0597675	0.1735665	0.1505246	0.1281654	0.0176882	0.1299043	0.0819421	0.0464681	0.1197799	0.0936709	0.0506745	0.0300496	0.1019814	0.0895286	0.0709807	0.0410634	0.0595009	0.0381847	0.1129991	0.2421152	0.1291111	0.0793110	0.0291709	0.1781698	0.1209113	0.0689000	0.0231451	0.1562434	0.1126454	0.0476534	0.1006429	0.0233208	0.0766636	0.0378816	0.0251556	0.0193240	0.1493492	0.3847288	-101.388
